All hps: 2023-07-11 22:21:58 model=pt_resnet dataset=mnist attack=square_l2 n_ex=10000 eps=0.05 p=0.05 n_iter=10000
Clean accuracy: 8.62%
Initial square side=5 for bumps
1: acc=8.48% acc_corr=98.38% avg#q_ae=1.0 med#q_ae=1.0 s=6->7, n_ex=862, 0s, loss=2.305, max_pert=0.1, impr=273
172: acc=7.51% acc_corr=87.12% avg#q_ae=45.9 med#q_ae=27.0 s=6->3, n_ex=862, 7s, loss=1.907, max_pert=0.1, impr=169
173: acc=7.51% acc_corr=87.12% avg#q_ae=45.9 med#q_ae=27.0 s=6->3, n_ex=862, 7s, loss=1.906, max_pert=0.1, impr=91
174: acc=7.51% acc_corr=87.12% avg#q_ae=45.9 med#q_ae=27.0 s=6->3, n_ex=862, 7s, loss=1.906, max_pert=0.1, impr=153
175: acc=7.51% acc_corr=87.12% avg#q_ae=45.9 med#q_ae=27.0 s=6->3, n_ex=862, 7s, loss=1.905, max_pert=0.1, impr=100
176: acc=7.51% acc_corr=87.12% avg#q_ae=45.9 med#q_ae=27.0 s=6->3, n_ex=862, 7s, loss=1.905, max_pert=0.1, impr=112
177: acc=7.51% acc_corr=87.12% avg#q_ae=45.9 med#q_ae=27.0 s=6->3, n_ex=862, 7s, loss=1.902, max_pert=0.1, impr=190
178: acc=7.51% acc_corr=87.12% avg#q_ae=45.9 med#q_ae=27.0 s=6->3, n_ex=862, 7s, loss=1.901, max_pert=0.1, impr=129
179: acc=7.50% acc_corr=87.01% avg#q_ae=47.1 med#q_ae=27.0 s=6->3, n_ex=862, 7s, loss=1.901, max_pert=0.1, impr=136
180: acc=7.50% acc_corr=87.01% avg#q_ae=47.1 med#q_ae=27.0 s=6->3, n_ex=862, 7s, loss=1.900, max_pert=0.1, impr=126
181: acc=7.50% acc_corr=87.01% avg#q_ae=47.1 med#q_ae=27.0 s=6->3, n_ex=862, 8s, loss=1.900, max_pert=0.1, impr=128
182: acc=7.50% acc_corr=87.01% avg#q_ae=47.1 med#q_ae=27.0 s=6->3, n_ex=862, 8s, loss=1.899, max_pert=0.1, impr=126
183: acc=7.48% acc_corr=86.77% avg#q_ae=49.5 med#q_ae=29.0 s=6->3, n_ex=862, 8s, loss=1.899, max_pert=0.1, impr=139
184: acc=7.48% acc_corr=86.77% avg#q_ae=49.5 med#q_ae=29.0 s=6->3, n_ex=862, 8s, loss=1.898, max_pert=0.1, impr=152
185: acc=7.48% acc_corr=86.77% avg#q_ae=49.5 med#q_ae=29.0 s=6->3, n_ex=862, 8s, loss=1.895, max_pert=0.1, impr=161
186: acc=7.48% acc_corr=86.77% avg#q_ae=49.5 med#q_ae=29.0 s=6->3, n_ex=862, 8s, loss=1.894, max_pert=0.1, impr=176
187: acc=7.48% acc_corr=86.77% avg#q_ae=49.5 med#q_ae=29.0 s=6->3, n_ex=862, 8s, loss=1.894, max_pert=0.1, impr=157
188: acc=7.47% acc_corr=86.66% avg#q_ae=50.7 med#q_ae=31.0 s=6->3, n_ex=862, 8s, loss=1.893, max_pert=0.1, impr=170
189: acc=7.47% acc_corr=86.66% avg#q_ae=50.7 med#q_ae=31.0 s=6->3, n_ex=862, 8s, loss=1.892, max_pert=0.1, impr=107
190: acc=7.47% acc_corr=86.66% avg#q_ae=50.7 med#q_ae=31.0 s=6->3, n_ex=862, 8s, loss=1.892, max_pert=0.1, impr=164
191: acc=7.46% acc_corr=86.54% avg#q_ae=51.9 med#q_ae=32.0 s=6->3, n_ex=862, 8s, loss=1.891, max_pert=0.1, impr=179
192: acc=7.46% acc_corr=86.54% avg#q_ae=51.9 med#q_ae=32.0 s=6->3, n_ex=862, 8s, loss=1.890, max_pert=0.1, impr=154
193: acc=7.46% acc_corr=86.54% avg#q_ae=51.9 med#q_ae=32.0 s=6->3, n_ex=862, 8s, loss=1.890, max_pert=0.1, impr=99
194: acc=7.46% acc_corr=86.54% avg#q_ae=51.9 med#q_ae=32.0 s=6->3, n_ex=862, 8s, loss=1.889, max_pert=0.1, impr=95
195: acc=7.46% acc_corr=86.54% avg#q_ae=51.9 med#q_ae=32.0 s=6->3, n_ex=862, 8s, loss=1.889, max_pert=0.1, impr=153
196: acc=7.46% acc_corr=86.54% avg#q_ae=51.9 med#q_ae=32.0 s=6->3, n_ex=862, 8s, loss=1.889, max_pert=0.1, impr=107
197: acc=7.46% acc_corr=86.54% avg#q_ae=51.9 med#q_ae=32.0 s=6->3, n_ex=862, 8s, loss=1.887, max_pert=0.1, impr=148
198: acc=7.46% acc_corr=86.54% avg#q_ae=51.9 med#q_ae=32.0 s=6->3, n_ex=862, 8s, loss=1.887, max_pert=0.1, impr=110
199: acc=7.46% acc_corr=86.54% avg#q_ae=51.9 med#q_ae=32.0 s=6->3, n_ex=862, 8s, loss=1.886, max_pert=0.1, impr=140
200: acc=7.46% acc_corr=86.54% avg#q_ae=51.9 med#q_ae=32.0 s=6->3, n_ex=862, 8s, loss=1.885, max_pert=0.1, impr=111
201: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 8s, loss=1.884, max_pert=0.1, impr=183
202: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 8s, loss=1.884, max_pert=0.1, impr=159
203: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 8s, loss=1.883, max_pert=0.1, impr=192
204: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 8s, loss=1.882, max_pert=0.1, impr=149
205: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 8s, loss=1.882, max_pert=0.1, impr=159
206: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.881, max_pert=0.1, impr=155
207: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.880, max_pert=0.1, impr=128
208: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.879, max_pert=0.1, impr=130
209: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.879, max_pert=0.1, impr=124
210: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.877, max_pert=0.1, impr=168
211: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.876, max_pert=0.1, impr=178
212: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.875, max_pert=0.1, impr=187
213: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.875, max_pert=0.1, impr=154
214: acc=7.45% acc_corr=86.43% avg#q_ae=53.2 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.874, max_pert=0.1, impr=126
215: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.871, max_pert=0.0, impr=161
216: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.870, max_pert=0.1, impr=195
217: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.870, max_pert=0.1, impr=179
218: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.869, max_pert=0.1, impr=182
219: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.869, max_pert=0.1, impr=141
220: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.869, max_pert=0.1, impr=89
221: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.868, max_pert=0.1, impr=67
222: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.868, max_pert=0.1, impr=33
223: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.868, max_pert=0.1, impr=137
224: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.867, max_pert=0.1, impr=116
225: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.866, max_pert=0.1, impr=134
226: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.865, max_pert=0.1, impr=130
227: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.864, max_pert=0.1, impr=165
228: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.864, max_pert=0.1, impr=126
229: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.863, max_pert=0.1, impr=150
230: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 9s, loss=1.862, max_pert=0.1, impr=78
231: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 10s, loss=1.862, max_pert=0.1, impr=118
232: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 10s, loss=1.860, max_pert=0.1, impr=127
233: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 10s, loss=1.858, max_pert=0.1, impr=147
234: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 10s, loss=1.857, max_pert=0.1, impr=135
235: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 10s, loss=1.857, max_pert=0.1, impr=193
236: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 10s, loss=1.856, max_pert=0.1, impr=112
237: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 10s, loss=1.856, max_pert=0.1, impr=124
238: acc=7.44% acc_corr=86.31% avg#q_ae=54.6 med#q_ae=33.0 s=6->3, n_ex=862, 10s, loss=1.856, max_pert=0.1, impr=98
239: acc=7.43% acc_corr=86.19% avg#q_ae=56.1 med#q_ae=33.0 s=6->3, n_ex=862, 10s, loss=1.855, max_pert=0.1, impr=153
240: acc=7.42% acc_corr=86.08% avg#q_ae=57.7 med#q_ae=33.5 s=6->3, n_ex=862, 10s, loss=1.852, max_pert=0.1, impr=159
241: acc=7.41% acc_corr=85.96% avg#q_ae=59.2 med#q_ae=34.0 s=6->3, n_ex=862, 10s, loss=1.852, max_pert=0.1, impr=188
242: acc=7.41% acc_corr=85.96% avg#q_ae=59.2 med#q_ae=34.0 s=6->3, n_ex=862, 10s, loss=1.851, max_pert=0.1, impr=112
243: acc=7.41% acc_corr=85.96% avg#q_ae=59.2 med#q_ae=34.0 s=6->3, n_ex=862, 10s, loss=1.851, max_pert=0.1, impr=167
244: acc=7.41% acc_corr=85.96% avg#q_ae=59.2 med#q_ae=34.0 s=6->3, n_ex=862, 10s, loss=1.850, max_pert=0.1, impr=95
245: acc=7.40% acc_corr=85.85% avg#q_ae=60.7 med#q_ae=35.0 s=6->3, n_ex=862, 10s, loss=1.850, max_pert=0.1, impr=160
246: acc=7.40% acc_corr=85.85% avg#q_ae=60.7 med#q_ae=35.0 s=6->3, n_ex=862, 10s, loss=1.850, max_pert=0.1, impr=74
247: acc=7.40% acc_corr=85.85% avg#q_ae=60.7 med#q_ae=35.0 s=6->3, n_ex=862, 10s, loss=1.849, max_pert=0.1, impr=156
248: acc=7.40% acc_corr=85.85% avg#q_ae=60.7 med#q_ae=35.0 s=6->3, n_ex=862, 10s, loss=1.848, max_pert=0.1, impr=154
249: acc=7.39% acc_corr=85.73% avg#q_ae=62.3 med#q_ae=36.0 s=6->3, n_ex=862, 10s, loss=1.844, max_pert=0.0, impr=282
250: acc=7.39% acc_corr=85.73% avg#q_ae=62.3 med#q_ae=36.0 s=6->3, n_ex=862, 10s, loss=1.843, max_pert=0.1, impr=98
251: acc=7.39% acc_corr=85.73% avg#q_ae=62.3 med#q_ae=36.0 s=6->3, n_ex=862, 10s, loss=1.842, max_pert=0.1, impr=144
252: acc=7.38% acc_corr=85.61% avg#q_ae=63.8 med#q_ae=36.0 s=6->3, n_ex=862, 10s, loss=1.842, max_pert=0.1, impr=137
253: acc=7.38% acc_corr=85.61% avg#q_ae=63.8 med#q_ae=36.0 s=6->3, n_ex=862, 10s, loss=1.842, max_pert=0.1, impr=89
254: acc=7.38% acc_corr=85.61% avg#q_ae=63.8 med#q_ae=36.0 s=6->3, n_ex=862, 10s, loss=1.841, max_pert=0.1, impr=125
255: acc=7.38% acc_corr=85.61% avg#q_ae=63.8 med#q_ae=36.0 s=6->3, n_ex=862, 10s, loss=1.841, max_pert=0.1, impr=111
256: acc=7.38% acc_corr=85.61% avg#q_ae=63.8 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.840, max_pert=0.1, impr=159
257: acc=7.38% acc_corr=85.61% avg#q_ae=63.8 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.840, max_pert=0.1, impr=23
258: acc=7.38% acc_corr=85.61% avg#q_ae=63.8 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.839, max_pert=0.1, impr=144
259: acc=7.38% acc_corr=85.61% avg#q_ae=63.8 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.838, max_pert=0.1, impr=78
260: acc=7.38% acc_corr=85.61% avg#q_ae=63.8 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.838, max_pert=0.1, impr=120
261: acc=7.38% acc_corr=85.61% avg#q_ae=63.8 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.838, max_pert=0.1, impr=117
262: acc=7.38% acc_corr=85.61% avg#q_ae=63.8 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.837, max_pert=0.1, impr=87
263: acc=7.37% acc_corr=85.50% avg#q_ae=65.4 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.836, max_pert=0.1, impr=149
264: acc=7.37% acc_corr=85.50% avg#q_ae=65.4 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.836, max_pert=0.1, impr=112
265: acc=7.37% acc_corr=85.50% avg#q_ae=65.4 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.836, max_pert=0.1, impr=70
266: acc=7.37% acc_corr=85.50% avg#q_ae=65.4 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.835, max_pert=0.1, impr=129
267: acc=7.37% acc_corr=85.50% avg#q_ae=65.4 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.835, max_pert=0.1, impr=113
268: acc=7.37% acc_corr=85.50% avg#q_ae=65.4 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.835, max_pert=0.1, impr=127
269: acc=7.37% acc_corr=85.50% avg#q_ae=65.4 med#q_ae=36.0 s=6->3, n_ex=862, 11s, loss=1.834, max_pert=0.1, impr=105
270: acc=7.36% acc_corr=85.38% avg#q_ae=67.0 med#q_ae=36.5 s=6->3, n_ex=862, 11s, loss=1.834, max_pert=0.1, impr=114
271: acc=7.34% acc_corr=85.15% avg#q_ae=70.2 med#q_ae=40.0 s=6->3, n_ex=862, 11s, loss=1.832, max_pert=0.1, impr=95
272: acc=7.34% acc_corr=85.15% avg#q_ae=70.2 med#q_ae=40.0 s=6->3, n_ex=862, 11s, loss=1.832, max_pert=0.1, impr=117
273: acc=7.34% acc_corr=85.15% avg#q_ae=70.2 med#q_ae=40.0 s=6->3, n_ex=862, 11s, loss=1.831, max_pert=0.1, impr=145
274: acc=7.34% acc_corr=85.15% avg#q_ae=70.2 med#q_ae=40.0 s=6->3, n_ex=862, 11s, loss=1.831, max_pert=0.1, impr=100
275: acc=7.34% acc_corr=85.15% avg#q_ae=70.2 med#q_ae=40.0 s=6->3, n_ex=862, 11s, loss=1.830, max_pert=0.1, impr=117
276: acc=7.34% acc_corr=85.15% avg#q_ae=70.2 med#q_ae=40.0 s=6->3, n_ex=862, 11s, loss=1.830, max_pert=0.1, impr=116
277: acc=7.34% acc_corr=85.15% avg#q_ae=70.2 med#q_ae=40.0 s=6->3, n_ex=862, 11s, loss=1.830, max_pert=0.1, impr=73
278: acc=7.34% acc_corr=85.15% avg#q_ae=70.2 med#q_ae=40.0 s=6->3, n_ex=862, 11s, loss=1.829, max_pert=0.1, impr=95
279: acc=7.33% acc_corr=85.03% avg#q_ae=71.9 med#q_ae=43.0 s=6->3, n_ex=862, 11s, loss=1.829, max_pert=0.1, impr=114
280: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 11s, loss=1.829, max_pert=0.1, impr=96
281: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 11s, loss=1.828, max_pert=0.1, impr=78
282: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.828, max_pert=0.1, impr=26
283: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.827, max_pert=0.1, impr=133
284: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.827, max_pert=0.1, impr=93
285: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.827, max_pert=0.1, impr=107
286: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.827, max_pert=0.1, impr=92
287: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.826, max_pert=0.1, impr=52
288: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.826, max_pert=0.1, impr=76
289: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.826, max_pert=0.1, impr=89
290: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.825, max_pert=0.1, impr=106
291: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.825, max_pert=0.1, impr=76
292: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.825, max_pert=0.1, impr=98
293: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.825, max_pert=0.1, impr=81
294: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.824, max_pert=0.1, impr=30
295: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.824, max_pert=0.1, impr=68
296: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.824, max_pert=0.1, impr=64
297: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.823, max_pert=0.1, impr=91
298: acc=7.32% acc_corr=84.92% avg#q_ae=73.5 med#q_ae=44.0 s=6->3, n_ex=862, 12s, loss=1.823, max_pert=0.1, impr=65
299: acc=7.31% acc_corr=84.80% avg#q_ae=75.2 med#q_ae=45.0 s=6->3, n_ex=862, 12s, loss=1.823, max_pert=0.1, impr=136
300: acc=7.31% acc_corr=84.80% avg#q_ae=75.2 med#q_ae=45.0 s=6->3, n_ex=862, 12s, loss=1.822, max_pert=0.1, impr=128
301: acc=7.31% acc_corr=84.80% avg#q_ae=75.2 med#q_ae=45.0 s=6->3, n_ex=862, 12s, loss=1.821, max_pert=0.1, impr=117
302: acc=7.31% acc_corr=84.80% avg#q_ae=75.2 med#q_ae=45.0 s=6->3, n_ex=862, 12s, loss=1.820, max_pert=0.1, impr=152
303: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 12s, loss=1.820, max_pert=0.1, impr=113
304: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 12s, loss=1.820, max_pert=0.1, impr=97
305: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 12s, loss=1.819, max_pert=0.1, impr=89
306: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 12s, loss=1.816, max_pert=0.1, impr=222
307: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 12s, loss=1.815, max_pert=0.1, impr=158
308: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 13s, loss=1.814, max_pert=0.1, impr=165
309: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 13s, loss=1.814, max_pert=0.1, impr=125
310: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 13s, loss=1.814, max_pert=0.1, impr=65
311: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 13s, loss=1.813, max_pert=0.1, impr=138
312: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 13s, loss=1.813, max_pert=0.1, impr=107
313: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 13s, loss=1.813, max_pert=0.1, impr=77
314: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 13s, loss=1.812, max_pert=0.1, impr=103
315: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 13s, loss=1.812, max_pert=0.1, impr=97
316: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 13s, loss=1.811, max_pert=0.1, impr=95
317: acc=7.30% acc_corr=84.69% avg#q_ae=76.9 med#q_ae=45.5 s=6->3, n_ex=862, 13s, loss=1.811, max_pert=0.1, impr=47
318: acc=7.29% acc_corr=84.57% avg#q_ae=78.7 med#q_ae=46.0 s=6->3, n_ex=862, 13s, loss=1.811, max_pert=0.1, impr=118
319: acc=7.29% acc_corr=84.57% avg#q_ae=78.7 med#q_ae=46.0 s=6->3, n_ex=862, 13s, loss=1.810, max_pert=0.1, impr=88
320: acc=7.29% acc_corr=84.57% avg#q_ae=78.7 med#q_ae=46.0 s=6->3, n_ex=862, 13s, loss=1.810, max_pert=0.1, impr=52
321: acc=7.28% acc_corr=84.45% avg#q_ae=80.6 med#q_ae=46.0 s=6->3, n_ex=862, 13s, loss=1.810, max_pert=0.1, impr=125
322: acc=7.28% acc_corr=84.45% avg#q_ae=80.6 med#q_ae=46.0 s=6->3, n_ex=862, 13s, loss=1.809, max_pert=0.1, impr=63
323: acc=7.28% acc_corr=84.45% avg#q_ae=80.6 med#q_ae=46.0 s=6->3, n_ex=862, 13s, loss=1.809, max_pert=0.1, impr=77
324: acc=7.28% acc_corr=84.45% avg#q_ae=80.6 med#q_ae=46.0 s=6->3, n_ex=862, 13s, loss=1.809, max_pert=0.1, impr=114
325: acc=7.28% acc_corr=84.45% avg#q_ae=80.6 med#q_ae=46.0 s=6->3, n_ex=862, 13s, loss=1.809, max_pert=0.1, impr=89
