All hps: 2023-07-11 23:10:50 model=pt_resnet dataset=mnist attack=square_l2 n_ex=10000 eps=0.05 p=0.05 n_iter=10000
Clean accuracy: 8.62%
Initial square side=5 for bumps
1: acc=8.48% acc_corr=98.38% avg#q_ae=1.0 med#q_ae=1.0 s=6->7, n_ex=862, 0s, loss=2.305, max_pert=0.1, impr=273
1602: acc=6.58% acc_corr=76.33% avg#q_ae=335.3 med#q_ae=136.0 s=6->3, n_ex=862, 60s, loss=1.580, max_pert=0.1, impr=14
1603: acc=6.58% acc_corr=76.33% avg#q_ae=335.3 med#q_ae=136.0 s=6->3, n_ex=862, 60s, loss=1.580, max_pert=0.1, impr=21
1604: acc=6.58% acc_corr=76.33% avg#q_ae=335.3 med#q_ae=136.0 s=6->3, n_ex=862, 60s, loss=1.580, max_pert=0.1, impr=29
1605: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 60s, loss=1.580, max_pert=0.1, impr=34
1606: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.580, max_pert=0.1, impr=32
1607: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.580, max_pert=0.1, impr=13
1608: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=45
1609: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=34
1610: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=30
1611: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=38
1612: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=24
1613: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=26
1614: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=31
1615: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=30
1616: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=31
1617: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=26
1618: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=20
1619: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=28
1620: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=31
1621: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.579, max_pert=0.1, impr=10
1622: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.578, max_pert=0.1, impr=26
1623: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.578, max_pert=0.1, impr=3
1624: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.578, max_pert=0.1, impr=26
1625: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.578, max_pert=0.1, impr=27
1626: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.578, max_pert=0.1, impr=21
1627: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.578, max_pert=0.1, impr=19
1628: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.578, max_pert=0.1, impr=29
1629: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.578, max_pert=0.1, impr=30
1630: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.578, max_pert=0.1, impr=9
1631: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.578, max_pert=0.1, impr=30
1632: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.578, max_pert=0.1, impr=42
1633: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.578, max_pert=0.1, impr=30
1634: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 61s, loss=1.577, max_pert=0.1, impr=34
1635: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.577, max_pert=0.1, impr=17
1636: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.577, max_pert=0.1, impr=42
1637: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.577, max_pert=0.1, impr=19
1638: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.577, max_pert=0.1, impr=27
1639: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.577, max_pert=0.1, impr=40
1640: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.577, max_pert=0.1, impr=30
1641: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.577, max_pert=0.1, impr=19
1642: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.577, max_pert=0.1, impr=44
1643: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.577, max_pert=0.1, impr=12
1644: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=21
1645: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=31
1646: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=29
1647: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=9
1648: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=16
1649: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=28
1650: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=30
1651: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=30
1652: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=22
1653: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=18
1654: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=26
1655: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=24
1656: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=18
1657: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=32
1658: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=22
1659: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=30
1660: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=33
1661: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=24
1662: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=21
1663: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 62s, loss=1.576, max_pert=0.1, impr=20
1664: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=18
1665: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=15
1666: acc=6.57% acc_corr=76.22% avg#q_ae=341.5 med#q_ae=137.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=28
1667: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=34
1668: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=23
1669: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=9
1670: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=16
1671: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=28
1672: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=29
1673: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=18
1674: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=20
1675: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=25
1676: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=28
1677: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=39
1678: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.575, max_pert=0.1, impr=23
1679: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=35
1680: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=21
1681: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=40
1682: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=29
1683: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=30
1684: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=27
1685: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=21
1686: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=32
1687: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=34
1688: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=20
1689: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=29
1690: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=17
1691: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=31
1692: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 63s, loss=1.574, max_pert=0.1, impr=32
1693: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.574, max_pert=0.1, impr=19
1694: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.574, max_pert=0.1, impr=23
1695: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.574, max_pert=0.1, impr=27
1696: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.574, max_pert=0.1, impr=28
1697: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=20
1698: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=30
1699: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=20
1700: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=23
1701: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=31
1702: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=14
1703: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=24
1704: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=13
1705: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=29
1706: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=23
1707: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=21
1708: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=30
1709: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=20
1710: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=4
1711: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=23
1712: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=26
1713: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=11
1714: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=30
1715: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=33
1716: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=27
1717: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.573, max_pert=0.1, impr=12
1718: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.572, max_pert=0.1, impr=14
1719: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.572, max_pert=0.1, impr=29
1720: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.572, max_pert=0.1, impr=40
1721: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 64s, loss=1.572, max_pert=0.1, impr=31
1722: acc=6.56% acc_corr=76.10% avg#q_ae=348.0 med#q_ae=139.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=20
1723: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=34
1724: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=20
1725: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=27
1726: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=14
1727: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=27
1728: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=29
1729: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=33
1730: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=25
1731: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=9
1732: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=27
1733: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=32
1734: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=11
1735: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=32
1736: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.572, max_pert=0.1, impr=23
1737: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=44
1738: acc=6.55% acc_corr=75.99% avg#q_ae=354.6 med#q_ae=141.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=24
1739: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=25
1740: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=16
1741: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=32
1742: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=25
1743: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=22
1744: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=18
1745: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=27
1746: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=19
1747: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=16
1748: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=12
1749: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=23
1750: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 65s, loss=1.571, max_pert=0.1, impr=19
1751: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.571, max_pert=0.1, impr=39
1752: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.571, max_pert=0.1, impr=23
1753: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.571, max_pert=0.1, impr=30
1754: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.571, max_pert=0.1, impr=30
1755: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=29
1756: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=19
1757: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=21
1758: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=18
1759: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=27
1760: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=14
1761: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=26
1762: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=17
1763: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=25
1764: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=27
1765: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=21
1766: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=20
1767: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=27
1768: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=21
1769: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=21
1770: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=22
1771: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=30
